customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,is_charges_outlier,tenure_band,avg_monthly_revenue,charges_delta,clv_estimate,service_count,is_autopay,is_longterm_contract,has_internet,is_fiber,is_senior,is_high_value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,churn_predicted,revenue_at_risk,risk_rank,scoring_model,risk_tier,value_tier,segment_label,segment_priority,recommended_action,segment_color
0708-LGSMF,0,1,0,13,1,1,1,0,0,0,0,1,1,65.85,902.25,0,0,13-24 mo,69.40384615384616,-3.553846153846166,1580.4,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.7077968284574324,1,46.608421153921924,2119,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
5916-QEWPT,0,1,0,2,1,0,0,0,1,0,1,1,0,69.0,147.8,0,0,0-12 mo,73.9,-4.900000000000006,1656.0,4,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.6754187894666132,1,46.60389647319631,2120,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
2988-PLAHS,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,0,0,0-12 mo,73.48333333333333,-3.533333333333331,1678.8000000000002,4,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.6661512520994285,1,46.59728008435503,2121,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
1110-KYLGQ,0,0,0,63,1,1,1,1,1,0,1,1,0,108.25,6780.1,0,0,49+ mo,107.62063492063491,0.6293650793650727,2598.0,7,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.43003231662188496,0,46.55099827431905,2122,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2479-BRAMR,1,1,0,41,1,1,1,0,1,0,0,0,1,83.75,3273.55,1,0,25-48 mo,79.84268292682927,3.9073170731707303,2010.0,4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0.5555753758101095,1,46.529437724096674,2123,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8149-AIQCG,0,0,0,39,1,1,0,0,0,0,0,0,1,73.15,2730.85,0,0,25-48 mo,70.02179487179487,3.1282051282051384,1755.6,2,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.6359967953621487,1,46.52316558074118,2124,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8920-NAVAY,1,0,0,62,1,1,0,1,1,1,1,1,1,110.75,7053.35,0,0,49+ mo,113.76370967741936,-3.0137096774193566,2658.0,7,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0.4200523655762614,0,46.520799487570955,2125,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
8725-JEDFD,0,0,0,27,1,0,0,0,0,0,0,0,1,69.05,1793.25,0,0,25-48 mo,66.41666666666667,2.6333333333333258,1657.1999999999998,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.6736919258799138,1,46.51842748200804,2126,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
3763-GCZHZ,0,1,0,66,1,1,0,1,0,1,1,1,1,104.05,6890.0,1,0,49+ mo,104.3939393939394,-0.3439393939393937,2497.2,6,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.4457519714807175,0,46.380492632568654,2127,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
8597-CWYHH,0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,0,25-48 mo,91.19302325581396,3.1569767441860392,2264.3999999999996,4,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.491210865007396,0,46.34574511344781,2128,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2475-MROZF,0,0,0,30,1,1,1,1,1,1,0,0,1,95.0,2852.4,0,0,25-48 mo,95.08,-0.0799999999999983,2280.0,6,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.48778857174342716,0,46.33991431562558,2129,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5076-YVXCM,0,0,0,51,1,1,0,0,0,0,0,1,0,83.4,4149.45,0,0,49+ mo,81.36176470588235,2.038235294117655,2001.6,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.5552474652245274,1,46.307638599725585,2130,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6986-IJDHX,0,1,1,39,1,0,0,1,0,0,1,0,1,86.3,3266.0,1,0,25-48 mo,83.74358974358974,2.55641025641026,2071.2,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.5362922169086564,0,46.282018319217045,2131,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
4001-TSBTV,0,1,1,58,1,0,0,1,1,0,1,0,1,91.55,5511.65,0,0,49+ mo,95.02844827586206,-3.478448275862064,2197.2,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.504950742432495,0,46.22824046969492,2132,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9821-BESNZ,0,0,0,66,1,1,0,1,0,1,1,1,1,104.25,6860.6,0,0,49+ mo,103.94848484848484,0.3015151515151473,2502.0,6,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.4433808078601101,0,46.222449219416475,2133,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6668-CNMFP,0,1,1,19,1,1,0,0,0,1,0,1,1,89.35,1686.85,0,0,13-24 mo,88.78157894736842,0.568421052631578,2144.3999999999996,4,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.5172463129535151,0,46.21595806239657,2134,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
7661-CPURM,0,0,0,19,1,0,0,0,0,1,0,1,1,87.7,1725.95,0,0,13-24 mo,90.83947368421052,-3.139473684210529,2104.8,3,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.526762812377422,0,46.197098645499906,2135,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
0419-YAAPX,0,1,0,49,1,0,0,1,0,0,1,0,1,85.3,4297.95,0,0,49+ mo,87.71326530612245,-2.4132653061224545,2047.2,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.5413445790106998,1,46.17669258961269,2136,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6927-WTFIV,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,1,0,13-24 mo,69.46000000000001,1.8399999999999892,1711.1999999999998,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0.6473204497276412,1,46.15394806558082,2137,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3886-CERTZ,0,1,0,72,1,1,0,1,1,1,1,1,1,109.25,8109.8,1,0,49+ mo,112.63611111111112,-3.38611111111112,2622.0,7,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.4224006616044635,0,46.14727228028764,2138,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
0106-GHRQR,0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,0,0,13-24 mo,75.75625,-4.356249999999989,1713.6,5,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0.6459244451253349,1,46.11900538194892,2139,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5174-ITUMV,0,1,1,67,1,1,0,1,1,0,1,1,1,105.4,6989.45,0,0,49+ mo,104.32014925373134,1.0798507462686615,2529.6000000000004,6,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.43732093624135515,0,46.093626679838835,2140,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2240-HSJQD,0,0,1,38,1,1,0,1,0,0,0,0,1,81.85,3141.7,0,0,25-48 mo,82.67631578947368,-0.8263157894736821,1964.4,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.5629464013108997,1,46.07716294729713,2141,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7722-CVFXN,0,1,1,54,1,1,0,1,0,1,1,1,1,105.2,5637.85,0,0,49+ mo,104.40462962962964,0.7953703703703638,2524.8,6,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.4378762902859962,0,46.0645857380868,2142,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2480-EJWYP,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,0,0,49+ mo,94.11724137931034,3.682758620689654,2347.2,5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.470912324251624,0,46.055225311808826,2143,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6897-UUBNU,0,0,0,29,1,0,0,1,0,1,1,0,0,89.65,2623.65,0,0,25-48 mo,90.47068965517242,-0.8206896551724157,2151.6000000000004,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.5134536588909732,0,46.031120519575744,2144,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5443-SCMKX,0,1,0,58,1,1,0,1,1,0,0,1,1,94.3,5610.15,0,0,49+ mo,96.72672413793104,-2.426724137931032,2263.2,5,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.4877698657228524,0,45.99669833766498,2145,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
4070-OKWVH,0,1,0,52,1,1,0,1,1,0,1,0,0,94.6,5025.8,0,0,49+ mo,96.65,-2.0500000000000114,2270.3999999999996,5,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.48609291877730926,0,45.98439011633345,2146,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6288-LBEAR,0,0,0,23,1,0,0,1,0,1,0,0,1,79.1,1783.75,0,0,13-24 mo,77.55434782608695,1.5456521739130409,1898.4,3,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.5802830305865433,1,45.900387719395574,2147,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5274-XHAKY,0,1,1,41,1,1,1,1,0,0,1,0,1,94.3,3893.6,0,0,25-48 mo,94.9658536585366,-0.6658536585365908,2263.2,5,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.486565222196025,0,45.883100453085156,2148,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6538-POCHL,0,0,0,33,1,0,0,1,1,0,0,0,1,79.0,2576.8,0,0,25-48 mo,78.0848484848485,0.9151515151515072,1896.0,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.580587373915365,1,45.86640253931383,2149,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7621-VPNET,0,1,0,42,1,1,0,0,1,1,0,0,1,85.9,3729.75,0,0,25-48 mo,88.80357142857143,-2.903571428571425,2061.6000000000004,4,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.533627026007911,0,45.83856153407956,2150,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
3956-CJUST,1,0,0,23,1,0,1,0,0,0,0,0,1,75.4,1643.55,0,0,13-24 mo,71.45869565217392,3.9413043478260903,1809.6,2,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0.6076042280160261,1,45.81335879240837,2151,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1025-FALIX,0,0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,0,0,25-48 mo,69.83269230769231,-0.7826923076923151,1657.1999999999998,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.6625093479696157,1,45.74627047730196,2152,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
3194-ORPIK,0,1,1,50,1,1,0,0,0,0,1,0,1,84.4,4116.15,1,0,49+ mo,82.323,2.0770000000000124,2025.6,3,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.5411846578594932,1,45.67598512334123,2153,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1169-SAOCL,0,0,0,49,1,1,0,1,0,1,1,1,1,106.65,5168.1,0,0,49+ mo,105.47142857142858,1.1785714285714306,2559.6000000000004,6,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.428183959667677,0,45.66581929855776,2154,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
8294-UIMBA,0,0,0,30,1,0,0,0,0,1,1,1,1,94.4,2638.1,0,0,25-48 mo,87.93666666666667,6.463333333333338,2265.6000000000004,4,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.48341332983521523,0,45.63421833644432,2155,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2101-RANCD,0,0,0,55,1,1,0,0,0,0,0,0,1,73.1,4144.9,0,0,49+ mo,75.36181818181818,-2.2618181818181853,1754.4,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.6239684539976805,1,45.612093987230445,2156,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6967-QIQRV,0,1,1,15,1,0,1,0,0,1,1,1,0,101.9,1667.25,0,0,13-24 mo,111.15,-9.25,2445.6000000000004,5,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.4472627242073026,0,45.57607159672414,2157,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
0853-NWIFK,0,0,0,45,1,0,1,1,0,0,1,1,1,100.3,4483.95,0,0,25-48 mo,99.64333333333332,0.6566666666666663,2407.2,5,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.45393416826628535,0,45.52959707710842,2158,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2842-BCQGE,0,0,0,43,1,1,0,0,0,0,0,0,1,75.35,3161.4,0,0,25-48 mo,73.52093023255814,1.829069767441851,1808.4,2,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.6039545576893706,1,45.507975921894065,2159,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3733-LSYCE,0,1,0,15,1,0,0,1,0,0,0,0,0,75.35,1114.55,0,0,13-24 mo,74.30333333333333,1.0466666666666669,1808.4,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.6037732130271154,1,45.49431160159314,2160,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9825-YCXWZ,1,0,0,41,1,0,0,0,1,1,1,1,1,101.1,4016.2,0,0,25-48 mo,97.9560975609756,3.1439024390243873,2426.3999999999996,5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.4499897445512072,0,45.493963174127046,2161,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
1230-QAJDW,0,0,0,3,1,1,0,0,0,1,1,0,1,65.25,209.9,0,0,0-12 mo,69.96666666666667,-4.716666666666669,1566.0,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.6972252856804227,1,45.493949890647585,2162,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
9614-RMGHA,0,1,0,65,1,1,0,1,0,0,1,0,1,91.85,5940.85,1,0,49+ mo,91.39769230769232,0.4523076923076843,2204.3999999999996,4,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.4941469645234417,0,45.38739869147812,2163,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
1984-FCOWB,0,1,0,70,1,1,0,1,1,1,1,1,1,109.5,7674.55,1,0,49+ mo,109.63642857142855,-0.1364285714285671,2628.0,7,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.41424047576820267,0,45.35933209661819,2164,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9389-ACWBI,0,1,1,5,1,0,0,0,0,0,0,0,0,69.95,320.4,0,0,0-12 mo,64.08,5.8700000000000045,1678.8000000000002,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.6482916505588179,1,45.34800095658931,2165,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
5934-TSSAU,0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,0,0,13-24 mo,74.0391304347826,1.260869565217391,1807.2,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.6021034814492447,1,45.338392153128126,2166,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8979-CAMGB,1,0,0,64,1,1,0,0,1,1,1,1,0,102.1,6688.1,0,0,49+ mo,104.5015625,-2.4015625000000114,2450.3999999999996,6,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.4439798062998899,0,45.33033822321876,2167,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
3503-TYDAY,0,1,0,43,1,1,0,1,0,0,0,0,0,80.45,3398.9,0,0,25-48 mo,79.04418604651163,1.4058139534883765,1930.8,3,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.5631378964726871,1,45.304443771227675,2168,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1907-YLNYW,0,0,0,8,1,0,1,0,1,0,0,1,1,66.7,579.0,0,0,0-12 mo,72.375,-5.674999999999997,1600.8000000000002,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.6788711084980298,1,45.280702936818585,2169,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
5146-CBVOE,0,0,0,16,1,0,0,1,0,0,0,0,0,75.1,1212.85,0,0,13-24 mo,75.803125,-0.703125,1802.4,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.6029104518671593,1,45.27857493522366,2170,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8547-NSBBO,0,0,0,35,1,1,1,1,1,1,0,0,1,96.75,3403.4,0,0,25-48 mo,97.24,-0.4900000000000091,2322.0,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.4678047657583712,0,45.26011108712242,2171,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6429-SHBCB,0,0,0,19,1,1,0,0,0,0,1,1,0,69.6,1394.55,0,0,13-24 mo,73.39736842105263,-3.7973684210526386,1670.4,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.6499394722372274,1,45.23578726771102,2172,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
8679-LZBMD,0,1,0,44,1,0,0,0,0,0,1,1,1,90.65,3974.15,0,0,25-48 mo,90.32159090909092,0.3284090909090906,2175.6000000000004,3,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.4987001660154641,0,45.20717004930182,2173,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6627-CFOSN,0,0,0,59,1,1,1,1,1,0,0,1,1,99.45,5623.7,0,0,49+ mo,95.31694915254236,4.133050847457639,2386.8,6,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.4542728023030763,0,45.17743018904094,2174,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9154-QDGTH,0,1,1,43,1,1,0,0,1,1,1,1,1,104.3,4451.85,0,0,25-48 mo,103.53139534883722,0.7686046511627751,2503.2,6,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.4325560145018309,0,45.11559231254096,2175,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9445-ZUEQE,0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,0,0,25-48 mo,79.68888888888888,5.51111111111112,2044.8,4,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.5294460419034732,0,45.10880277017592,2176,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9210-IAHGH,0,0,0,7,1,0,0,0,0,1,1,1,1,70.75,450.8,1,0,0-12 mo,64.4,6.349999999999994,1698.0,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.6374004288092908,1,45.09608033825732,2177,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5828-DWPIL,1,1,0,62,1,1,1,1,1,0,0,0,1,89.1,5618.3,0,0,49+ mo,90.61774193548388,-1.5177419354838833,2138.3999999999996,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.5057522816075313,0,45.06252829123103,2178,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5060-TQUQN,0,1,1,30,1,1,0,1,0,1,0,0,1,83.55,2570.2,0,0,25-48 mo,85.67333333333333,-2.123333333333335,2005.2,4,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.5388500115800685,0,45.020918467514726,2179,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5909-ECHUI,0,0,0,1,1,0,0,0,0,0,0,1,1,56.25,56.25,1,0,0-12 mo,56.25,0.0,1350.0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.8000350240264074,1,45.00197010148541,2180,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
7251-XFOIL,0,0,0,61,1,1,0,0,1,0,0,1,0,89.2,5500.6,0,0,49+ mo,90.17377049180328,-0.973770491803279,2140.8,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.5040163485542215,0,44.95825829103656,2181,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5325-UWTWJ,0,1,0,31,1,1,1,1,0,1,0,0,1,90.55,2929.75,0,0,25-48 mo,94.50806451612904,-3.958064516129042,2173.2,5,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.4964818965207022,0,44.95643572994958,2182,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6300-BWMJX,0,1,0,59,1,1,0,0,1,1,1,0,0,93.35,5386.5,0,0,49+ mo,91.29661016949152,2.053389830508465,2240.3999999999996,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.4814638731155779,0,44.9446525553392,2183,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5067-XJQFU,1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,0,0,49+ mo,107.21742424242424,1.2325757575757592,2602.8,7,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.414357562596126,0,44.937077663549864,2184,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2995-UPRYS,1,1,0,40,1,0,0,1,0,1,1,1,1,99.2,4062.2,1,0,25-48 mo,101.555,-2.3549999999999898,2380.8,5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0.45257510055790945,0,44.89544997534462,2185,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
5501-TVMGM,0,0,0,1,1,0,0,0,0,0,0,1,1,55.25,55.25,0,0,0-12 mo,55.25,0.0,1326.0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.812322532058331,1,44.88081989622279,2186,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
5945-AZYHT,0,1,0,71,1,1,1,1,1,0,1,1,1,109.6,7854.15,0,0,49+ mo,110.6218309859155,-1.0218309859155,2630.3999999999996,7,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.40947299371458146,0,44.878240111118124,2187,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
2684-EIWEO,1,0,0,30,1,1,1,1,1,0,0,0,0,91.7,2758.15,1,0,25-48 mo,91.93833333333332,-0.2383333333333297,2200.8,5,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.4893269711423519,0,44.871283253753674,2188,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
9776-CLUJA,1,1,0,51,1,1,1,0,0,0,0,0,1,77.5,3807.35,1,0,49+ mo,74.65392156862745,2.846078431372547,1860.0,3,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.5786626663485192,1,44.846356642010235,2189,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7159-FVYPK,0,1,1,3,1,1,0,1,1,0,1,0,1,69.15,235.0,0,0,0-12 mo,78.33333333333333,-9.183333333333325,1659.6,5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.6484600824138872,1,44.841014698920304,2190,logistic,high_risk,low_value,Assess & Offer,2,Self-serve retention offer or automated email,#ff7f0e
2673-CXQEU,1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,0,49+ mo,109.63392857142856,0.8660714285714306,2652.0,7,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0.4051892221477266,0,44.77340904732379,2191,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
6777-TGHTM,0,0,0,53,1,1,1,0,1,0,1,1,1,106.95,5785.5,1,0,49+ mo,109.16037735849056,-2.210377358490561,2566.8,6,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0.4182925807998463,0,44.73639151654356,2192,logistic,low_risk,high_value,Nurture & Upsell,3,Loyalty program or upgrade promotion,#2ca02c
